vehicle_id,time_step,171_0,666_0,427_0,837_0,167_0,167_1,167_2,167_3,167_4,167_5,167_6,167_7,167_8,167_9,309_0,272_0,272_1,272_2,272_3,272_4,272_5,272_6,272_7,272_8,272_9,835_0,370_0,291_0,291_1,291_2,291_3,291_4,291_5,291_6,291_7,291_8,291_9,291_10,158_0,158_1,158_2,158_3,158_4,158_5,158_6,158_7,158_8,158_9,100_0,459_0,459_1,459_2,459_3,459_4,459_5,459_6,459_7,459_8,459_9,459_10,459_11,459_12,459_13,459_14,459_15,459_16,459_17,459_18,459_19,397_0,397_1,397_2,397_3,397_4,397_5,397_6,397_7,397_8,397_9,397_10,397_11,397_12,397_13,397_14,397_15,397_16,397_17,397_18,397_19,397_20,397_21,397_22,397_23,397_24,397_25,397_26,397_27,397_28,397_29,397_30,397_31,397_32,397_33,397_34,397_35
0,11.2,167985.0,10787.0,7413813.0,2296.0,4110.0,1296420.0,1628265.0,630345.0,1269525.0,4772940.0,2706706.0,222225.0,6240.0,0.0,70.0,1435083.0,857662.0,384579.0,668642.0,7239843.0,398490.0,3887.0,0.0,0.0,0.0,8036751.0,0.0,1227.0,555.0,463.0,925.0,468.0,225.0,535.0,516.0,492.0,729.0,66.0,97056.0,2690052.0,2945268.0,788437.0,687480.0,595164.0,491232.0,532932.0,809628.0,505693.0,858410.0,203.6767777777784,111.9114999999992,147.2653888888898,200.479944444444,230.30627777777545,277.7224166666666,315.74880555555114,372.16452777778,864.246249999991,920.8811111111112,637.9016388888823,744.6189444444533,880.86688888888,1272.3239722222313,1847.623666666678,940.785694444444,2.9000833333334,0.20844444444444,0.056416666666666,0.058444444444444,446956.0,411420.0,203024.0,26636.0,29156.0,7616.0,449537.0,233352.0,139920.0,12648.0,2813.0,224.0,53161.0,178881.0,138250.0,13328.0,3581.0,88.0,16361.0,131601.0,116541.0,13506.0,2856.0,48.0,6337.0,105412.0,95728.0,15609.0,1984.0,8.0,784.0,150228.0,261904.0,93172.0,17874.0,452.0
0,11.4,167985.0,10787.0,7413813.0,2296.0,4111.0,1302855.0,1628265.0,630345.0,1269526.0,4772940.0,2706706.0,222225.0,6240.0,0.0,70.0,1440661.0,857662.0,384579.0,668642.0,7239843.0,398490.0,3887.0,0.0,0.0,0.0,8040811.0,0.0,1230.0,558.0,463.0,925.0,469.0,226.0,535.0,516.0,493.0,729.0,66.0,97056.0,2693100.0,2947368.0,788437.0,687480.0,595164.0,491232.0,532932.0,809628.0,505693.0,860571.0,204.2567500000004,112.9242499999992,147.2653888888898,201.479944444444,230.30627777777545,277.7224166666666,315.74880555555114,372.16452777778,864.246249999991,920.8811111111112,637.9016388888823,745.6189444444533,880.86688888888,1272.3239722222313,1847.623666666678,940.785694444444,2.9000833333334,0.20844444444444,0.056416666666666,0.058444444444444,446964.0,411420.0,203027.0,26638.0,29157.0,7616.0,451193.0,233354.0,139920.0,12649.0,2813.0,224.0,53210.0,178883.0,138252.0,13328.0,3582.0,88.0,16368.0,131601.0,116542.0,13507.0,2856.0,48.0,6339.0,105413.0,95729.0,15610.0,1984.0,8.0,784.0,150228.0,261905.0,93172.0,17874.0,452.0
0,19.6,331635.0,14525.0,13683604.0,2600.0,,,,,,,,,,,70.0,1787736.0,1133132.0,598351.0,1167062.0,12314224.0,460240.0,3887.0,0.0,0.0,0.0,12777022.0,0.0,2136.0,954.0,850.0,1420.0,722.0,412.0,880.0,666.0,586.0,1143.0,162.0,181632.0,4249020.0,4630440.0,1539133.0,1421172.0,1039764.0,749472.0,740724.0,995796.0,574045.0,1379191.0,321.6719722222264,157.3125000000012,193.7928333333338,263.57761111112,310.71186111111547,366.1492500000065,415.6424722222312,484.39116666666,1146.111611111111,1286.536333333331,900.0629166666624,1123.2325555555533,1449.5456111111198,2140.0374722223114,5046.748277777779,1151.0101388888838,3.3201944444444,0.21880555555556,0.056777777777778,0.058444444444444,756665.0,647348.0,286811.0,30967.0,31213.0,7745.0,633790.0,423395.0,271940.0,16190.0,3573.0,232.0,75038.0,352791.0,327992.0,17325.0,4451.0,92.0,24028.0,234737.0,216619.0,17000.0,3476.0,48.0,12055.0,167693.0,142900.0,19263.0,2441.0,12.0,1420.0,204832.0,313485.0,106464.0,19306.0,452.0
0,20.2,354975.0,15015.0,14540449.0,2616.0,,,,,,,,,,,70.0,1824409.0,1166074.0,634595.0,1233908.0,13275730.0,466753.0,3887.0,0.0,0.0,0.0,13612083.0,0.0,2218.0,1014.0,892.0,1471.0,749.0,425.0,901.0,702.0,589.0,1197.0,174.0,193728.0,4462548.0,4988028.0,1696022.0,1565484.0,1112544.0,789228.0,774588.0,1015104.0,576901.0,1428606.0,331.4790277777864,162.7316388888892,198.10447222222177,269.71288888888,320.08733333333544,377.4786666666666,425.9013611111112,495.74958333334,1173.882583333331,1323.460972222231,923.0993611111024,1161.8931388888934,1501.97394444444,2208.7828333333114,5587.856666666578,1160.5938333333238,3.3364166666666,0.21880555555556,0.056777777777778,0.058444444444444,812577.0,686860.0,302955.0,31927.0,31488.0,7749.0,651902.0,478279.0,292109.0,16755.0,3753.0,232.0,77118.0,394083.0,359060.0,17941.0,4573.0,92.0,25164.0,253706.0,232912.0,17583.0,3573.0,48.0,13199.0,176596.0,150565.0,19832.0,2522.0,12.0,1444.0,211688.0,318901.0,107745.0,19406.0,453.0
0,21.0,365550.0,15295.0,14966985.0,2720.0,,,,,,,,,,,70.0,1873614.0,1176071.0,639587.0,1266369.0,13758524.0,474047.0,3887.0,0.0,0.0,0.0,14041353.0,0.0,2272.0,1038.0,910.0,1519.0,773.0,440.0,946.0,727.0,599.0,1233.0,178.0,203568.0,4621885.0,5107368.0,1758350.0,1633717.0,1159656.0,820368.0,792996.0,1030644.0,587234.0,1460547.0,339.5634444444464,166.7055833333332,202.43019444444377,275.66905555556,327.87794444443546,385.46047222222666,435.3211666666712,506.11063888888,1201.040833333331,1351.8114444444511,944.1332500000024,1192.7403333333334,1544.3557777777798,2307.9002777777114,5738.170166666579,1182.6118333333238,3.36725,0.21880555555556,0.056777777777778,0.058444444444444,843929.0,710424.0,314292.0,32585.0,31896.0,7773.0,665154.0,488271.0,300083.0,17265.0,3998.0,232.0,79222.0,411299.0,371612.0,18614.0,4681.0,92.0,25736.0,268834.0,242477.0,18108.0,3641.0,52.0,13400.0,183724.0,155913.0,20573.0,2562.0,12.0,1445.0,213956.0,323997.0,109514.0,19535.0,454.0
0,28.0,542490.0,21063.0,21590525.0,3280.0,,,,,,,,,,,70.0,2204737.0,1424372.0,842530.0,1904176.0,21006727.0,552425.0,3887.0,0.0,0.0,0.0,20443403.0,0.0,2947.0,1383.0,1211.0,1958.0,986.0,602.0,1273.0,955.0,683.0,1678.0,284.0,305497.0,6601550.0,7616616.0,2833358.0,2576234.0,1707960.0,1136844.0,1050036.0,1287624.0,673994.0,1815033.0,406.4775555555464,198.0094722222232,242.38211111111767,330.09569444444,400.2191388888954,468.5273611111066,533.2336388888912,613.27669444444,1460.426638888891,1671.323194444451,1157.2131111111023,1474.208972222213,2001.9983888889,3065.044416666711,9158.26736111118,1568.6948333333437,4.0029722222222,0.23644444444444,0.056777777777778,0.059361111111112,1349899.0,1055396.0,460708.0,40806.0,34962.0,7837.0,777379.0,736124.0,548215.0,21769.0,5275.0,233.0,94802.0,625677.0,624057.0,23233.0,5905.0,96.0,37480.0,403934.0,379085.0,22241.0,4589.0,52.0,17932.0,253904.0,212929.0,25143.0,3156.0,16.0,2074.0,283016.0,389593.0,127362.0,21347.0,458.0
0,28.6,568185.0,21924.0,22549208.0,3337.0,,,,,,,,,,,70.0,2231608.0,1465166.0,874419.0,1968838.0,22078811.0,562267.0,3887.0,0.0,0.0,0.0,21355593.0,0.0,3028.0,1422.0,1245.0,2027.0,1016.0,623.0,1327.0,991.0,689.0,1735.0,302.0,317437.0,6870435.0,7993488.0,2971034.0,2711006.0,1790232.0,1185048.0,1088700.0,1328100.0,684518.0,1858688.0,414.1073611111064,202.6027500000012,247.4933611111178,337.39322222222,411.36955555555545,483.1505277777866,547.9152777777712,630.54697222222,1497.648805555551,1715.152222222231,1188.8250833333425,1517.1068055555534,2072.1434444444003,3170.4814166667115,9628.53777777778,1644.0977222222236,4.1043333333334,0.26858333333334,0.056777777777778,0.059361111111112,1423164.0,1106884.0,481304.0,42417.0,35544.0,7885.0,788748.0,787028.0,567532.0,22485.0,5540.0,237.0,96671.0,661137.0,653261.0,23878.0,6110.0,100.0,39265.0,425590.0,397164.0,22950.0,4726.0,52.0,18596.0,265488.0,220951.0,25793.0,3262.0,20.0,2114.0,294328.0,398761.0,129167.0,21527.0,458.0
0,29.4,570705.0,22169.0,22652674.0,3337.0,,,,,,,,,,,70.0,2245193.0,1475618.0,889746.0,1981474.0,22177741.0,564555.0,3887.0,0.0,0.0,0.0,21467573.0,0.0,3049.0,1440.0,1248.0,2039.0,1025.0,632.0,1340.0,997.0,690.0,1744.0,302.0,319178.0,6919503.0,8026944.0,2981510.0,2722286.0,1798092.0,1190568.0,1094580.0,1340328.0,688442.0,1870654.0,416.4635000000064,203.6607777777772,248.7598055555578,339.05422222222,415.1179722222154,485.9366111111066,551.0811944444512,633.98911111112,1505.341805555551,1724.022750000011,1193.7158055555624,1523.5541944444533,2080.9298611112004,3188.313361111111,9675.33474999998,1648.2579444444436,4.1043888888888,0.26858333333334,0.056777777777778,0.059361111111112,1434324.0,1113897.0,483877.0,42637.0,35657.0,7886.0,792570.0,789528.0,568384.0,22593.0,5561.0,237.0,97467.0,664797.0,654418.0,23978.0,6147.0,100.0,39514.0,428287.0,397996.0,23075.0,4766.0,52.0,18762.0,267116.0,221662.0,25886.0,3294.0,20.0,2116.0,297404.0,401473.0,129759.0,21603.0,458.0
0,31.2,630075.0,23682.0,24916133.0,3457.0,,,,,,,,,,,70.0,2344370.0,1573418.0,962533.0,2166712.0,24616879.0,584172.0,3887.0,0.0,0.0,0.0,23600133.0,0.0,3196.0,1548.0,1371.0,2240.0,1076.0,665.0,1431.0,1078.0,726.0,1870.0,341.0,355202.0,7604067.0,8934156.0,3336590.0,3000626.0,1971708.0,1286796.0,1160316.0,1404565.0,717026.0,1962919.0,432.6402777777864,215.1793055555512,261.8822499999977,357.96230555556,439.5858611111154,515.9446111111066,585.4803611111112,670.53972222222,1588.305972222231,1829.1235000000115,1268.0245277777824,1628.2335833333334,2236.5235,3464.622888888912,10520.25308333338,1843.772722222224,4.4954722222222,0.28388888888888,0.057055555555556,0.059361111111112,1595504.0,1244657.0,545037.0,46809.0,37282.0,7902.0,823627.0,863608.0,678600.0,24318.0,5975.0,237.0,101389.0,722953.0,742460.0,25534.0,6568.0,108.0,43521.0,468569.0,441076.0,24391.0,4950.0,56.0,20102.0,289877.0,236710.0,27166.0,3426.0,20.0,2245.0,314117.0,418813.0,133948.0,21847.0,458.0
0,31.4,630075.0,23682.0,24916133.0,3457.0,,,,,,,,,,,70.0,2344370.0,1573418.0,962533.0,2166712.0,24616879.0,584172.0,3887.0,0.0,0.0,0.0,23600134.0,0.0,3196.0,1548.0,1371.0,2240.0,1077.0,665.0,1431.0,1078.0,726.0,1870.0,342.0,355202.0,7604067.0,8934156.0,3336590.0,3000626.0,1971709.0,1286797.0,1160316.0,1404565.0,717026.0,1962919.0,432.6402777777864,215.1793055555512,261.8822499999977,357.96230555556,439.5858611111154,515.9446111111066,585.4803611111112,670.53972222222,1588.305972222231,1829.1235000000115,1268.0245277777824,1628.2335833333334,2236.5235,3464.622888888912,10520.25308333338,1844.772722222224,4.4954722222222,0.28388888888888,0.057055555555556,0.059361111111112,1595504.0,1244657.0,545037.0,46810.0,37282.0,7902.0,823627.0,863608.0,678600.0,24319.0,5978.0,237.0,101390.0,722953.0,742460.0,25535.0,6569.0,108.0,43522.0,468571.0,441076.0,24391.0,4951.0,56.0,20102.0,289878.0,236710.0,27166.0,3426.0,20.0,2245.0,314117.0,418814.0,133948.0,21847.0,458.0
